Date,Store_ID,Product_Category,Sales_Amount,Is_Holiday,Has_Promotion,Customer_Footfall
2024-05-12,5,Home & Kitchen,3107.9,0,1,1434.0
2025-05-28,2,Home & Kitchen,1913.9,0,0,619.0
2025-10-17,2,Groceries,8069.85,0,0,491.0
2025-12-25,4,Clothing,9502.87,0,1,980.0
2024-05-13,3,Groceries,8419.84,0,0,620.0
2024-07-30,3,Groceries,9630.55,0,0,306.0
2025-01-06,3,Toys,3163.75,0,0,787.0
2024-01-12,3,Electronics,5670.77,0,0,487.0
2024-10-24,5,Groceries,8224.19,0,0,278.0
2024-01-14,2,Home & Kitchen,4611.8,0,1,604.0
2023-06-28,4,Home & Kitchen,4666.52,0,0,852.0
2024-06-28,3,Electronics,7650.31,0,0,712.0
2025-09-30,1,Electronics,4377.53,0,0,502.0
2025-04-16,1,Home & Kitchen,3211.05,0,0,647.0
2023-08-18,5,Clothing,5114.02,0,1,1012.0
2025-02-22,2,Electronics,8866.52,0,1,1249.0
2024-07-30,4,Electronics,5435.99,0,0,819.0
2025-10-29,4,Clothing,3349.04,0,0,322.0
2024-07-04,3,Clothing,2819.04,0,0,372.0
2025-11-07,4,Clothing,4287.43,0,0,772.0
2023-08-31,3,Electronics,4244.27,0,0,873.0
2025-08-05,5,Clothing,2400.84,0,0,785.0
2024-08-30,2,Groceries,7678.02,0,0,888.0
2024-03-01,5,Toys,5384.62,0,1,848.0
2024-09-04,1,Clothing,3631.32,0,0,599.0
2026-03-11,4,Groceries,7943.01,0,0,993.0
2024-02-05,3,Electronics,4832.65,0,0,977.0
2025-11-29,4,Toys,6162.78,0,0,393.0
2025-07-10,5,Clothing,3949.24,0,0,298.0
2024-01-13,3,Home & Kitchen,2922.02,0,0,1153.0
2026-02-22,5,Groceries,13895.66,0,1,629.0
2025-07-30,1,Groceries,8478.53,0,0,831.0
2024-11-28,1,Home & Kitchen,4103.4,0,0,792.0
2024-03-24,3,Home & Kitchen,5924.23,0,0,986.0
2024-01-10,2,Groceries,7327.0,0,0,951.0
2024-01-31,2,Groceries,8176.54,0,0,755.0
2024-11-05,5,Groceries,10426.24,0,0,744.0
2024-03-27,5,Home & Kitchen,3560.36,0,0,449.0
2024-05-23,5,Groceries,6894.56,0,0,779.0
2025-03-25,3,Groceries,8815.95,0,0,541.0
2023-07-12,5,Home & Kitchen,3005.88,0,0,
2025-03-23,4,Groceries,10061.0,0,0,561.0
2026-01-22,4,Electronics,7153.36,0,1,564.0
2024-12-04,3,Toys,4450.24,0,0,529.0
2025-11-04,4,Clothing,3567.3,0,1,352.0
2025-03-08,3,Toys,4038.9,0,0,406.0
2024-01-02,2,Electronics,3342.51,0,0,463.0
2024-02-23,5,Electronics,5371.69,0,0,868.0
2023-11-07,3,Home & Kitchen,5335.75,0,0,941.0
2026-03-31,1,Toys,3833.07,0,0,447.0
2024-02-01,4,Clothing,4682.63,0,1,1129.0
2025-04-20,2,Home & Kitchen,5184.66,1,0,389.0
2026-03-12,2,Electronics,5567.63,0,0,678.0
2025-08-07,4,Clothing,4172.18,1,0,912.0
2024-02-06,2,Groceries,7770.41,0,0,365.0
2024-06-02,2,Clothing,2094.63,0,0,861.0
2025-04-22,3,Home & Kitchen,3517.41,1,0,819.0
2024-01-25,1,Groceries,7690.98,0,0,510.0
2025-06-23,3,Toys,2965.2,0,0,720.0
2023-11-26,2,Groceries,13304.52,0,0,618.0
2024-03-28,5,Toys,5754.12,0,1,681.0
2024-09-17,4,Electronics,3023.8,0,0,600.0
2024-03-18,1,Clothing,2588.78,0,0,259.0
2024-12-23,1,Electronics,4539.31,0,0,851.0
2024-01-06,2,Groceries,8933.58,0,0,848.0
2025-01-19,5,Electronics,4707.44,0,0,549.0
2024-01-28,2,Clothing,1881.57,0,0,769.0
2023-04-07,5,Toys,3389.77,0,0,372.0
2023-09-20,1,Toys,3158.56,0,0,856.0
2023-06-02,3,Toys,7639.58,0,1,537.0
2026-01-08,1,Electronics,6252.66,0,0,949.0
2024-04-20,5,Clothing,3525.24,0,0,420.0
2023-11-29,5,Groceries,10553.04,0,0,729.0
2025-08-27,1,Clothing,3227.75,0,0,671.0
2024-02-27,5,Home & Kitchen,2388.84,0,0,340.0
2023-05-18,5,Home & Kitchen,4374.42,0,0,667.0
2025-11-30,4,Electronics,7043.27,0,0,1016.0
2025-12-22,5,Clothing,4067.82,0,0,437.0
2026-01-17,2,Toys,3520.57,0,0,679.0
2023-10-19,2,Electronics,4263.96,0,0,728.0
2025-09-12,3,Toys,3021.62,0,1,819.0
2025-10-18,4,Toys,2616.5,0,1,335.0
2025-01-26,5,Toys,3734.1,0,0,732.0
2024-02-06,5,Toys,3721.04,0,0,628.0
2023-04-24,2,Electronics,4674.59,0,0,395.0
2026-01-09,2,Home & Kitchen,5028.46,0,1,994.0
2025-02-25,3,Toys,2340.78,0,1,1171.0
2024-10-12,2,Groceries,9292.26,0,0,614.0
2024-10-02,4,Home & Kitchen,6987.89,1,0,1211.0
2025-10-10,2,Clothing,845.3,0,0,985.0
2025-04-19,5,Toys,4665.82,0,1,1327.0
2025-07-13,3,Home & Kitchen,4111.88,0,0,847.0
2023-11-12,1,Electronics,12262.0,0,1,822.0
2024-06-26,1,Toys,5004.89,0,0,786.0
2025-12-08,5,Toys,3785.93,0,0,303.0
2024-10-29,2,Electronics,4706.73,0,0,614.0
2025-04-04,4,Toys,2165.98,0,0,536.0
2024-06-13,1,Home & Kitchen,7509.78,0,1,1095.0
2025-07-15,3,Groceries,8475.05,0,0,948.0
2024-04-10,4,Electronics,4191.72,0,0,522.0
2025-01-05,5,Groceries,8337.3,0,0,601.0
2023-06-06,5,Groceries,9191.8,0,0,447.0
2024-01-06,4,Toys,2169.14,0,0,242.0
2024-08-03,2,Clothing,3747.39,0,0,333.0
2024-04-11,5,Electronics,4541.34,0,0,384.0
2025-07-27,1,Clothing,4342.26,0,0,439.0
2025-04-16,5,Electronics,5311.99,0,0,639.0
2024-05-08,5,Clothing,2237.1,0,0,923.0
2023-08-26,1,Clothing,3371.74,0,0,618.0
2025-07-30,2,Groceries,9117.73,0,0,842.0
2023-11-13,5,Home & Kitchen,5315.23,0,0,416.0
2024-08-06,2,Electronics,7748.88,0,1,692.0
2025-11-09,1,Groceries,12411.26,0,0,1172.0
2025-12-26,1,Home & Kitchen,4973.1,0,1,961.0
2025-11-14,2,Clothing,2958.25,0,0,695.0
2024-05-12,5,Home & Kitchen,3107.9,0,1,1434.0
2023-08-17,5,Groceries,7114.04,0,0,579.0
2025-05-17,1,Home & Kitchen,2167.53,0,0,669.0
2025-09-09,4,Clothing,3568.92,0,0,971.0
2025-02-13,3,Clothing,3537.26,0,0,842.0
2026-01-23,1,Electronics,6973.89,0,0,935.0
2026-02-25,2,Electronics,5695.5,0,0,427.0
2025-03-19,2,Electronics,3446.96,0,0,802.0
2023-05-03,2,Groceries,12110.34,1,0,1295.0
2025-07-29,1,Groceries,9410.76,0,0,652.0
2024-03-20,1,Groceries,7881.53,0,0,810.0
2024-01-23,3,Toys,1801.11,0,0,953.0
2025-08-12,1,Toys,4239.08,0,1,798.0
2024-11-27,5,Electronics,5119.76,0,0,883.0
2024-02-18,4,Groceries,13288.55,0,1,770.0
2025-02-01,3,Electronics,7923.53,0,1,293.0
2023-07-21,3,Toys,4278.87,0,0,874.0
2025-08-25,3,Toys,3320.43,0,0,769.0
2026-02-23,2,Toys,2969.84,0,0,201.0
2024-12-02,2,Groceries,10493.22,0,0,660.0
2023-11-16,4,Electronics,6364.99,0,0,293.0
2023-10-28,5,Groceries,9437.75,0,0,786.0
2025-06-07,4,Home & Kitchen,6640.17,0,1,1218.0
2023-05-31,4,Toys,2288.92,0,0,759.0
2025-06-22,5,Clothing,5801.69,0,0,286.0
2025-03-27,2,Clothing,3264.8,0,0,614.0
2025-12-11,4,Home & Kitchen,4031.31,0,0,521.0
2025-02-11,2,Groceries,9088.56,0,0,938.0
2026-02-16,2,Groceries,7745.38,0,0,394.0
2024-02-20,5,Home & Kitchen,2117.23,0,0,660.0
2024-08-29,3,Home & Kitchen,1507.35,0,0,560.0
2023-09-18,3,Clothing,3587.28,0,0,461.0
2024-07-23,3,Clothing,5017.76,0,0,467.0
2025-12-07,5,Toys,3109.14,0,0,969.0
2023-09-17,2,Home & Kitchen,2065.4,0,0,769.0
2023-12-24,4,Toys,5254.26,0,0,874.0
2023-04-29,1,Clothing,5231.55,0,1,1379.0
2025-04-16,5,Toys,2616.7,0,0,639.0
2024-05-30,2,Clothing,2572.46,0,0,866.0
2024-08-07,3,Electronics,2201.02,0,0,995.0
2023-12-17,2,Toys,5984.25,0,0,960.0
2023-11-08,5,Home & Kitchen,2871.54,0,0,610.0
2024-09-02,2,Electronics,7375.79,0,1,608.0
2026-02-05,2,Home & Kitchen,3739.28,0,1,476.0
2025-08-19,1,Electronics,2737.86,0,0,544.0
2023-11-06,4,Groceries,11294.42,0,0,945.0
2024-12-01,1,Groceries,17925.83,0,1,453.0
2024-04-28,3,Electronics,7940.12,0,1,427.0
2025-02-16,5,Clothing,4321.08,0,1,761.0
2025-07-15,5,Home & Kitchen,3095.56,0,1,313.0
2025-02-08,2,Clothing,6667.84,0,1,940.0
2025-07-03,2,Clothing,3843.93,0,0,623.0
2023-04-19,5,Home & Kitchen,3163.35,0,1,392.0
2024-03-19,1,Clothing,4131.76,0,0,862.0
2023-08-25,1,Groceries,8583.65,0,0,483.0
2023-06-01,1,Electronics,4767.42,0,0,242.0
2025-11-07,2,Home & Kitchen,4509.92,0,0,867.0
2023-12-11,3,Toys,4226.74,0,0,957.0
2026-02-18,1,Toys,2377.27,0,0,
2025-11-09,1,Clothing,6189.74,0,0,1172.0
2025-09-06,1,Electronics,5880.39,0,0,692.0
2025-01-16,2,Home & Kitchen,2404.67,0,0,724.0
2023-08-03,1,Home & Kitchen,4487.79,0,0,838.0
2024-12-26,4,Toys,2369.35,0,0,356.0
2023-11-30,5,Toys,6016.64,0,0,296.0
2025-02-20,2,Clothing,1985.3,0,0,612.0
2024-02-29,5,Groceries,8010.2,0,0,213.0
2025-04-08,3,Toys,5940.38,1,0,1328.0
2023-11-09,5,Clothing,7946.62,0,1,810.0
2024-11-30,4,Groceries,10721.89,0,0,1034.0
2025-12-16,2,Groceries,10796.93,0,0,812.0
2024-12-22,1,Groceries,13155.13,0,0,573.0
2023-08-14,4,Clothing,2393.28,0,0,344.0
2024-06-16,3,Clothing,3427.1,0,1,637.0
2023-09-19,1,Groceries,12047.35,0,1,1017.0
2024-02-07,2,Clothing,2814.53,0,0,526.0
2025-08-29,3,Toys,4938.62,0,0,779.0
2023-08-31,5,Electronics,5236.04,0,0,466.0
2025-07-30,5,Electronics,5776.15,0,0,937.0
2024-09-29,5,Electronics,4215.35,0,0,534.0
2025-07-06,1,Toys,2894.75,0,0,1129.0
2025-06-01,5,Home & Kitchen,4962.15,0,0,831.0
2025-06-15,1,Clothing,7005.8,0,1,936.0
2024-04-07,1,Toys,3755.31,0,0,373.0
2026-03-17,2,Groceries,7885.37,0,0,742.0
2025-03-16,4,Toys,2692.96,0,0,1064.0
2025-05-04,2,Clothing,3336.13,0,0,386.0
2025-01-01,2,Electronics,5650.96,0,0,465.0
2023-06-11,3,Electronics,7157.46,0,0,798.0
2024-11-15,2,Home & Kitchen,3161.55,0,0,999.0
2025-09-18,2,Clothing,2284.22,0,0,974.0
2023-07-29,1,Toys,5741.91,0,1,966.0
2024-05-20,5,Home & Kitchen,3262.72,0,0,282.0
2023-08-08,4,Toys,4666.41,0,0,557.0
2024-09-05,3,Clothing,4240.4,0,0,255.0
2025-04-27,5,Clothing,4327.26,0,0,817.0
2024-12-16,5,Electronics,6954.03,0,0,308.0
2023-04-04,2,Clothing,3500.1,0,0,389.0
2024-06-15,1,Electronics,6788.19,0,0,414.0
2023-11-10,4,Clothing,2351.7,0,0,530.0
2026-03-30,1,Toys,1885.29,0,0,779.0
2025-01-10,3,Toys,3175.65,0,0,596.0
2025-11-15,4,Clothing,3960.69,0,0,258.0
2025-08-26,2,Clothing,3740.52,0,0,645.0
2024-01-03,2,Home & Kitchen,3095.97,0,0,901.0
2024-02-03,4,Electronics,2815.51,0,0,758.0
2024-08-27,4,Groceries,10107.77,1,0,781.0
2025-01-25,4,Groceries,10401.57,0,0,880.0
2023-04-14,5,Toys,3281.66,0,0,365.0
2024-10-10,3,Home & Kitchen,5417.63,0,0,779.0
2024-11-16,2,Toys,2648.78,0,0,1008.0
2026-03-21,5,Clothing,3637.79,0,0,679.0
2023-04-21,1,Groceries,8095.58,0,0,583.0
2023-09-27,5,Clothing,3134.05,0,0,733.0
2025-01-30,3,Toys,2199.41,0,0,980.0
2024-09-08,5,Toys,4742.63,0,1,1045.0
2026-02-20,5,Clothing,4741.92,0,0,522.0
2025-09-20,3,Clothing,2966.53,0,0,849.0
2026-01-20,1,Toys,2337.17,0,1,1099.0
2025-07-30,3,Groceries,9912.7,0,0,804.0
2026-01-17,5,Clothing,3710.26,0,0,813.0
2024-08-12,2,Electronics,7048.98,0,0,857.0
2024-03-25,4,Toys,2546.47,0,0,669.0
2024-08-10,2,Toys,3476.34,0,0,1156.0
2023-09-14,2,Toys,3422.47,0,0,390.0
2024-01-26,5,Home & Kitchen,2158.45,0,0,890.0
2023-05-08,4,Clothing,3002.41,0,0,752.0
2024-01-30,3,Clothing,3295.69,0,0,858.0
2026-01-23,5,Clothing,2430.68,0,0,306.0
2025-04-26,3,Groceries,10619.31,0,0,939.0
2025-02-08,3,Toys,4668.8,0,0,1030.0
2026-01-29,3,Toys,3205.28,0,0,583.0
2025-07-30,4,Groceries,8076.45,0,0,231.0
2026-03-21,4,Electronics,5310.69,0,0,344.0
2024-05-20,5,Toys,3567.12,0,0,282.0
2023-10-08,1,Toys,3654.08,0,0,678.0
2023-05-18,1,Groceries,8485.66,0,0,556.0
2023-12-17,4,Home & Kitchen,9326.54,0,1,505.0
2024-10-20,2,Clothing,2450.57,0,0,1032.0
2025-12-04,5,Groceries,9509.53,0,0,339.0
2025-12-30,1,Clothing,4733.44,0,0,481.0
2023-11-25,2,Electronics,8177.54,0,0,252.0
2025-02-20,3,Clothing,3695.03,0,0,980.0
2025-05-26,4,Clothing,3861.14,0,0,498.0
2023-08-25,5,Electronics,5831.07,0,0,814.0
2023-12-10,5,Clothing,5710.29,0,0,1136.0
2025-02-10,4,Clothing,3099.31,0,0,624.0
2024-02-25,4,Groceries,9199.68,0,0,460.0
2024-03-27,2,Home & Kitchen,4830.34,0,1,992.0
2026-02-14,5,Toys,4387.19,0,0,903.0
2025-02-01,2,Electronics,6215.34,0,0,578.0
2026-01-01,5,Home & Kitchen,3591.29,0,0,572.0
2025-04-18,4,Toys,3339.15,0,0,497.0
2023-09-08,4,Home & Kitchen,2352.91,0,0,462.0
2023-05-17,3,Home & Kitchen,1511.26,0,0,783.0
2023-08-21,3,Groceries,6166.38,0,0,883.0
2025-04-05,5,Electronics,4335.1,0,0,865.0
2025-10-18,4,Groceries,9311.65,0,0,279.0
2024-01-04,4,Home & Kitchen,975.96,0,0,879.0
2023-10-16,1,Home & Kitchen,4061.04,1,0,496.0
2024-09-06,1,Groceries,11849.5,1,0,1048.0
2025-03-29,2,Toys,4064.72,0,0,943.0
2024-02-15,2,Toys,2919.98,0,0,738.0
2025-07-22,1,Clothing,3580.3,0,0,540.0
2025-06-06,5,Clothing,4390.0,0,0,400.0
2025-12-29,4,Groceries,16362.98,0,1,387.0
2025-03-15,1,Clothing,4448.99,0,0,354.0
2024-12-11,4,Groceries,15460.54,0,1,1116.0
2025-08-10,3,Toys,4843.57,0,1,421.0
2023-05-21,2,Home & Kitchen,4855.43,0,0,507.0
2023-10-09,4,Electronics,6886.0,0,0,850.0
2024-10-24,4,Toys,3555.45,0,0,554.0
2025-04-03,4,Toys,2760.43,0,0,502.0
2026-03-14,3,Toys,3695.47,0,1,671.0
2024-10-14,3,Home & Kitchen,3410.64,0,0,646.0
2024-09-12,4,Electronics,6632.87,0,1,351.0
2024-10-25,3,Toys,2890.64,0,0,619.0
2023-08-04,1,Groceries,8430.42,0,0,702.0
2025-11-29,5,Electronics,6818.53,0,0,
2026-01-02,1,Clothing,3660.21,0,0,731.0
2024-02-09,4,Toys,3323.31,0,1,871.0
2024-08-16,2,Clothing,2709.99,0,0,989.0
2025-06-22,3,Groceries,9351.36,0,0,288.0
2025-07-08,1,Toys,3168.43,0,0,310.0
2025-01-09,5,Clothing,3293.37,0,0,289.0
2023-10-29,5,Electronics,5383.07,0,0,505.0
2024-06-09,1,Groceries,11165.37,0,0,982.0
2023-09-03,3,Groceries,10746.4,0,0,1195.0
2024-10-27,3,Toys,5103.44,1,0,954.0
2026-03-15,5,Clothing,2832.48,0,0,1059.0
2026-01-22,2,Toys,2215.22,0,0,739.0
2023-12-19,2,Groceries,10287.95,0,0,908.0
2025-08-12,4,Clothing,3184.04,0,0,368.0
2024-05-31,1,Electronics,5665.36,0,0,850.0
2023-06-06,3,Groceries,9677.4,0,0,388.0
2026-02-28,4,Home & Kitchen,5292.9,0,0,274.0
2025-09-03,5,Electronics,6330.44,0,1,774.0
